replicate,C0-R@42,C0-R@1337,C0-R@20260703,C1-M@42,C1-M@1337,C1-M@20260703,C4-M@42,C4-M@1337,C4-M@20260703,C4MixFT-M@42,C4MixFT-M@1337,C4Mix-M@42,C4Mix-M@1337,C4R-M@42,C4R-M@1337
698,0.388599,0.400463,0.400926,0.413060,0.409610,0.392048,0.404139,0.380655,0.401753,0.390916,0.399295,0.385936,0.403081,0.404774,0.384258
699,0.418775,0.409907,0.421745,0.420053,0.424429,0.413775,0.413326,0.392373,0.415381,0.417948,0.417931,0.400701,0.421588,0.422995,0.394974
700,0.399094,0.408782,0.395027,0.410587,0.404287,0.388573,0.414415,0.389045,0.404757,0.392893,0.401355,0.381264,0.398481,0.410275,0.385295
701,0.404769,0.419606,0.396711,0.426697,0.414632,0.392451,0.418616,0.380316,0.395121,0.398993,0.406347,0.398997,0.409864,0.413148,0.388018
702,0.409914,0.401442,0.411141,0.404101,0.410732,0.393254,0.403244,0.388668,0.403031,0.398888,0.396415,0.372794,0.398407,0.416230,0.372871
703,0.438306,0.431760,0.418103,0.432594,0.436921,0.413612,0.431572,0.401485,0.426518,0.406397,0.431017,0.412749,0.432137,0.421540,0.416123
708,0.397336,0.395393,0.393718,0.405290,0.406084,0.383771,0.393494,0.379197,0.385256,0.394706,0.395753,0.370129,0.400061,0.404204,0.361792
709,0.405467,0.397003,0.400196,0.407754,0.411007,0.392822,0.399770,0.378889,0.400432,0.405981,0.405556,0.389202,0.407062,0.412680,0.376232
710,0.401600,0.417610,0.411084,0.410403,0.420696,0.402088,0.396325,0.394561,0.410947,0.408080,0.402204,0.391706,0.408831,0.415477,0.387844
711,0.410802,0.410698,0.406784,0.399091,0.417036,0.398970,0.404358,0.385971,0.407146,0.404640,0.417940,0.395060,0.421553,0.422876,0.393652
704,0.415534,0.407478,0.412793,0.422674,0.425271,0.395740,0.421050,0.390442,0.407664,0.401284,0.412992,0.393131,0.414826,0.414281,0.387540
705,0.409015,0.397947,0.397471,0.401688,0.406519,0.399380,0.396977,0.380656,0.401462,0.391232,0.406450,0.373016,0.395904,0.411972,0.375975
706,0.427645,0.422184,0.421569,0.432410,0.420719,0.406849,0.429277,0.398003,0.415078,0.410307,0.424429,0.415382,0.419893,0.433652,0.406864
707,0.416733,0.414226,0.418499,0.416584,0.410707,0.394608,0.415794,0.391714,0.410473,0.399223,0.413434,0.392347,0.413132,0.407263,0.387279
712,0.414431,0.400394,0.416786,0.414792,0.415953,0.412442,0.401526,0.393427,0.405819,0.405529,0.423246,0.401659,0.407088,0.426084,0.392525
713,0.437687,0.430705,0.438651,0.443907,0.446270,0.419090,0.441865,0.418352,0.436598,0.427826,0.439621,0.427734,0.432238,0.442427,0.425523
714,0.389273,0.392077,0.394044,0.404499,0.396541,0.380741,0.392775,0.374768,0.390055,0.386537,0.390089,0.364186,0.396926,0.398646,0.371383
715,0.428932,0.415060,0.421559,0.431872,0.431004,0.409681,0.413551,0.400902,0.419609,0.415467,0.417339,0.408518,0.421834,0.431630,0.395710
716,0.393886,0.386713,0.392280,0.398289,0.396616,0.383185,0.391446,0.371405,0.396356,0.382501,0.397264,0.374918,0.397695,0.409564,0.379638
717,0.419671,0.404239,0.410661,0.422455,0.424008,0.406590,0.406875,0.399879,0.416830,0.421363,0.412393,0.402687,0.413971,0.430248,0.392603
718,0.414012,0.416364,0.418527,0.408836,0.404897,0.407816,0.404557,0.382453,0.411903,0.414711,0.411885,0.382786,0.412957,0.420069,0.392392
719,0.400683,0.398674,0.401109,0.421558,0.415158,0.391889,0.402190,0.382723,0.404848,0.397501,0.406976,0.396665,0.411639,0.418682,0.380601
720,0.419408,0.422287,0.414845,0.417158,0.415060,0.419283,0.411769,0.382850,0.414380,0.402753,0.415521,0.401996,0.405726,0.416273,0.403014
721,0.430919,0.415100,0.425774,0.420118,0.426467,0.423552,0.434512,0.410293,0.428794,0.419576,0.422210,0.409718,0.426902,0.428576,0.412094
722,0.400659,0.396993,0.406381,0.432212,0.413685,0.392036,0.404450,0.394506,0.402128,0.407765,0.420097,0.407235,0.403291,0.421199,0.397774
723,0.405265,0.405986,0.395263,0.410751,0.408202,0.393326,0.399214,0.378570,0.405510,0.391438,0.395521,0.381042,0.402249,0.405066,0.378610
728,0.421234,0.410646,0.413828,0.415632,0.422762,0.401386,0.421371,0.389989,0.407480,0.415360,0.409333,0.401033,0.414250,0.421970,0.405182
729,0.403813,0.409410,0.412543,0.418225,0.419203,0.387464,0.413082,0.393107,0.411312,0.408181,0.411701,0.397052,0.410745,0.415320,0.379692
730,0.403766,0.401280,0.402882,0.407689,0.414711,0.393400,0.401448,0.388956,0.391444,0.399745,0.419070,0.387333,0.403195,0.411929,0.382160
731,0.421104,0.426013,0.432876,0.424408,0.426866,0.417310,0.416884,0.407692,0.427573,0.427286,0.424657,0.404422,0.428268,0.421165,0.403270
732,0.431547,0.424116,0.422941,0.433230,0.438308,0.413998,0.418966,0.406470,0.418993,0.410327,0.433254,0.418202,0.433752,0.432600,0.401956
733,0.381565,0.374140,0.382437,0.388025,0.392404,0.369355,0.377727,0.358606,0.384814,0.375296,0.378046,0.366982,0.380536,0.387311,0.358180
734,0.401347,0.403957,0.418180,0.412510,0.427093,0.390284,0.408350,0.388833,0.410539,0.390064,0.413642,0.390505,0.404875,0.408669,0.383419
735,0.391666,0.407064,0.401014,0.406653,0.409609,0.394738,0.400185,0.381994,0.395186,0.392977,0.403874,0.385974,0.404884,0.404715,0.388006
724,0.392379,0.388385,0.398683,0.399155,0.396164,0.373437,0.391663,0.363810,0.389060,0.394362,0.400624,0.372883,0.386722,0.395847,0.361933
725,0.418705,0.417751,0.416591,0.421926,0.421427,0.413820,0.421699,0.390873,0.420014,0.418065,0.421635,0.407871,0.418317,0.420753,0.405562
726,0.388795,0.388502,0.380740,0.382866,0.404197,0.373327,0.384747,0.362545,0.384741,0.378155,0.379253,0.378410,0.378544,0.389144,0.356360
727,0.423887,0.418520,0.417939,0.431193,0.426242,0.406707,0.419394,0.391335,0.425107,0.417534,0.417804,0.408187,0.425893,0.420132,0.389650
736,0.393754,0.402097,0.403356,0.419412,0.411728,0.398504,0.416016,0.385130,0.421455,0.403280,0.419320,0.391916,0.403528,0.419926,0.387235
737,0.413257,0.403920,0.410921,0.402514,0.425312,0.399980,0.411894,0.378865,0.409332,0.420723,0.418522,0.403297,0.415762,0.424363,0.391699
738,0.390006,0.389490,0.385010,0.395513,0.389636,0.380503,0.393339,0.358895,0.392155,0.390359,0.386781,0.375489,0.390134,0.389713,0.373649
739,0.375109,0.379696,0.390172,0.379842,0.391000,0.370008,0.378756,0.364898,0.371305,0.375124,0.389605,0.370845,0.376905,0.390772,0.362271
740,0.387104,0.386852,0.386322,0.385385,0.401196,0.366184,0.392184,0.376686,0.394638,0.391140,0.396566,0.378807,0.395721,0.392742,0.362316
741,0.403868,0.412132,0.413182,0.425838,0.415192,0.392459,0.408350,0.391795,0.412006,0.408335,0.405748,0.387640,0.410929,0.411739,0.385383
742,0.400121,0.405734,0.399896,0.409327,0.406658,0.389348,0.392388,0.375833,0.385978,0.391060,0.396674,0.372795,0.398722,0.410677,0.372234
743,0.385061,0.392120,0.386698,0.394168,0.386651,0.389878,0.388387,0.362544,0.384430,0.388149,0.386596,0.378717,0.389497,0.388792,0.378694
756,0.397478,0.395407,0.399267,0.399675,0.401826,0.388353,0.401498,0.370404,0.392850,0.399102,0.394618,0.384144,0.400518,0.410318,0.381085
757,0.412268,0.402916,0.404236,0.431570,0.424656,0.411336,0.425647,0.394175,0.409260,0.408066,0.411897,0.399108,0.407823,0.419535,0.389417
758,0.419455,0.409977,0.412378,0.414618,0.410640,0.407161,0.402121,0.394613,0.408360,0.400677,0.406841,0.382118,0.409426,0.418289,0.382470
759,0.363955,0.366617,0.359561,0.378848,0.373257,0.356418,0.376134,0.341923,0.358007,0.360991,0.369946,0.345778,0.354791,0.371002,0.350491
744,0.409679,0.425314,0.423736,0.424734,0.430695,0.399455,0.413198,0.398998,0.420164,0.416510,0.413168,0.398908,0.418740,0.430590,0.383320
745,0.389392,0.393519,0.395380,0.402442,0.405196,0.390190,0.399590,0.373298,0.395786,0.394688,0.401241,0.380190,0.393167,0.394229,0.384140
746,0.400018,0.387917,0.411762,0.400646,0.408751,0.381462,0.406317,0.375838,0.392030,0.398122,0.413039,0.388859,0.391973,0.412459,0.385813
747,0.410047,0.413096,0.417553,0.415827,0.415756,0.386226,0.407778,0.385118,0.405807,0.407841,0.402821,0.389937,0.406690,0.409860,0.371728
748,0.421832,0.419379,0.420509,0.419896,0.423451,0.401959,0.416820,0.397468,0.417551,0.408292,0.419438,0.404927,0.424686,0.430926,0.398792
749,0.394424,0.394244,0.400941,0.393393,0.412130,0.382503,0.396875,0.375779,0.400834,0.388882,0.409166,0.382986,0.404159,0.413571,0.382927
750,0.395636,0.392354,0.387387,0.391577,0.399498,0.386370,0.387026,0.364136,0.391216,0.392270,0.397395,0.380955,0.401873,0.399271,0.370329
751,0.418307,0.411063,0.425443,0.425616,0.427763,0.404902,0.416507,0.391792,0.420287,0.416368,0.430839,0.411672,0.436179,0.443460,0.394982
752,0.375689,0.388863,0.382392,0.393128,0.388121,0.383774,0.389605,0.364632,0.386758,0.378225,0.388120,0.370579,0.388258,0.390938,0.365381
753,0.398781,0.376858,0.391620,0.397347,0.396643,0.380870,0.389355,0.364463,0.390308,0.390462,0.399665,0.383651,0.394631,0.411448,0.370303
754,0.405764,0.400139,0.416764,0.413815,0.424256,0.399204,0.409193,0.388101,0.413688,0.408557,0.411059,0.394855,0.398126,0.419697,0.387995
755,0.415000,0.402200,0.409147,0.408585,0.405517,0.397928,0.404469,0.379418,0.400401,0.398909,0.412923,0.385020,0.411285,0.410589,0.380935
760,0.424079,0.399126,0.430377,0.416681,0.427095,0.409239,0.407591,0.400072,0.413856,0.424220,0.430108,0.388807,0.416690,0.426531,0.395958
761,0.399610,0.404264,0.410715,0.424698,0.413307,0.396710,0.410228,0.380231,0.404550,0.399336,0.408703,0.389715,0.403064,0.409417,0.384662
762,0.416318,0.426028,0.422366,0.434744,0.440288,0.420486,0.425001,0.398570,0.427711,0.431981,0.426730,0.405520,0.416643,0.429524,0.400436
763,0.390988,0.402778,0.396276,0.405077,0.406494,0.378246,0.400335,0.386693,0.390369,0.394147,0.391380,0.383794,0.402106,0.407801,0.372478
764,0.379114,0.359424,0.385540,0.373682,0.377614,0.358129,0.363536,0.349777,0.370803,0.365196,0.377019,0.353673,0.382237,0.377172,0.348510
765,0.380449,0.378242,0.378510,0.398902,0.382430,0.370510,0.391706,0.358313,0.385597,0.380224,0.382915,0.361715,0.381020,0.388174,0.354202
766,0.432847,0.438967,0.437260,0.433107,0.440210,0.424964,0.439869,0.421771,0.431392,0.416103,0.432291,0.422354,0.430460,0.439068,0.425882
767,0.392360,0.399801,0.397355,0.403590,0.398704,0.393576,0.401647,0.353018,0.399816,0.401364,0.388668,0.381488,0.398962,0.399115,0.375508
768,0.423845,0.404700,0.416718,0.421104,0.425316,0.403786,0.420428,0.392995,0.424633,0.412649,0.418019,0.394444,0.425162,0.418431,0.394162
769,0.411712,0.408970,0.400297,0.418757,0.411136,0.394364,0.417773,0.389192,0.419240,0.410652,0.407406,0.393616,0.413860,0.420349,0.393173
770,0.422072,0.418168,0.417892,0.407862,0.423437,0.405933,0.411315,0.392082,0.420608,0.418213,0.421048,0.396967,0.409261,0.425398,0.393323
771,0.385469,0.372308,0.385316,0.388193,0.396509,0.385288,0.389834,0.369019,0.377755,0.379451,0.388578,0.365371,0.378627,0.387223,0.367062
772,0.424532,0.428811,0.425858,0.443376,0.437899,0.426579,0.431853,0.416393,0.426860,0.416397,0.432311,0.407043,0.429139,0.436202,0.413370
773,0.426556,0.403471,0.436117,0.425677,0.429049,0.405461,0.422513,0.415451,0.418419,0.428857,0.432099,0.413084,0.430678,0.434358,0.409458
774,0.401771,0.384642,0.400566,0.407853,0.393190,0.380639,0.401758,0.379905,0.391810,0.394146,0.403731,0.382243,0.396169,0.407084,0.377066
775,0.414425,0.413465,0.415580,0.414497,0.420110,0.407551,0.411637,0.388887,0.409415,0.407672,0.402429,0.400270,0.408333,0.415032,0.393054
776,0.399674,0.403959,0.395160,0.404523,0.412537,0.378478,0.397524,0.383970,0.394171,0.397451,0.397881,0.389489,0.387859,0.407116,0.383159
777,0.421141,0.400746,0.430158,0.415382,0.435570,0.407267,0.414891,0.396883,0.411707,0.426760,0.419489,0.407403,0.417975,0.430500,0.391619
778,0.406946,0.409206,0.406996,0.416308,0.412054,0.405584,0.418686,0.389795,0.422590,0.398183,0.416121,0.396962,0.415431,0.414280,0.397543
779,0.391807,0.387183,0.403180,0.395640,0.399238,0.375323,0.403522,0.363882,0.388456,0.389860,0.398108,0.378056,0.397359,0.392075,0.368983
780,0.418423,0.427812,0.416434,0.430674,0.419150,0.414782,0.428849,0.396096,0.419841,0.418635,0.429505,0.401289,0.422804,0.429733,0.406220
781,0.393518,0.394651,0.395742,0.393463,0.401137,0.387844,0.382972,0.375892,0.396888,0.389121,0.390420,0.378969,0.389434,0.398235,0.370711
782,0.397367,0.377741,0.399648,0.395626,0.399002,0.389903,0.382234,0.376432,0.389947,0.400083,0.400645,0.374527,0.408632,0.410010,0.370545
783,0.394397,0.388100,0.394905,0.404882,0.404348,0.385571,0.401694,0.371339,0.395523,0.397122,0.395537,0.381255,0.399000,0.404562,0.381082
784,0.411201,0.408306,0.408436,0.424254,0.414048,0.396366,0.420696,0.381076,0.404308,0.400607,0.414160,0.401704,0.409349,0.420468,0.397291
785,0.418387,0.410077,0.408993,0.415820,0.425887,0.407331,0.416253,0.399882,0.421495,0.411328,0.413227,0.397996,0.419955,0.419714,0.395524
786,0.423425,0.410911,0.421463,0.430920,0.433682,0.415621,0.418252,0.402114,0.421053,0.418315,0.429768,0.404727,0.426946,0.429738,0.401324
787,0.382468,0.362359,0.369316,0.375999,0.381972,0.356650,0.370007,0.343605,0.383694,0.355581,0.364882,0.366941,0.381248,0.389953,0.350359
788,0.406274,0.400423,0.424082,0.407554,0.421519,0.400844,0.419476,0.393873,0.409168,0.410910,0.418347,0.408340,0.413310,0.416744,0.400435
789,0.385649,0.388410,0.382109,0.402512,0.400617,0.381171,0.394857,0.356350,0.384637,0.384012,0.389474,0.369068,0.387775,0.404258,0.377058
790,0.402599,0.387226,0.398398,0.398681,0.413287,0.389774,0.393150,0.382703,0.400900,0.398464,0.403842,0.384515,0.405403,0.410096,0.394401
791,0.402288,0.397323,0.406344,0.409813,0.413861,0.393013,0.405228,0.394514,0.402077,0.398274,0.410364,0.390559,0.419676,0.413377,0.391957
792,0.427837,0.420427,0.416031,0.439967,0.436434,0.409886,0.431842,0.399824,0.428292,0.428191,0.410370,0.412986,0.428172,0.434945,0.407051
793,0.385085,0.389189,0.367464,0.383790,0.394467,0.368859,0.382730,0.354839,0.383935,0.366039,0.381510,0.365422,0.386988,0.391005,0.372952
794,0.434905,0.425236,0.414506,0.416817,0.425493,0.417868,0.416338,0.402032,0.425941,0.413007,0.420503,0.412856,0.417472,0.431321,0.408317
795,0.416995,0.399908,0.415625,0.408922,0.419595,0.395628,0.407983,0.387624,0.412780,0.409786,0.422267,0.396870,0.417774,0.417361,0.389692
796,0.391432,0.386084,0.386617,0.397738,0.391152,0.385033,0.386464,0.366694,0.383832,0.377926,0.385178,0.369703,0.391400,0.386706,0.366063
797,0.387278,0.388430,0.396285,0.398973,0.400158,0.390478,0.392185,0.371374,0.397733,0.397502,0.382453,0.372457,0.394460,0.395119,0.377102
798,0.409213,0.400073,0.415859,0.430219,0.423065,0.398791,0.424581,0.394407,0.412771,0.409567,0.417775,0.405029,0.417917,0.421766,0.385576
799,0.421862,0.411581,0.436606,0.420978,0.427150,0.425044,0.413966,0.396902,0.416226,0.418263,0.421821,0.398968,0.422379,0.421611,0.398659
800,0.402158,0.386456,0.395608,0.394945,0.407219,0.381488,0.388067,0.372759,0.393450,0.388335,0.394859,0.379075,0.396636,0.409433,0.374196
801,0.403835,0.415405,0.408856,0.409327,0.410611,0.403289,0.402484,0.380518,0.402393,0.401999,0.410575,0.388403,0.398460,0.413871,0.381978
802,0.380919,0.384104,0.374274,0.375181,0.391270,0.383748,0.375402,0.358574,0.386015,0.377233,0.387210,0.365890,0.386016,0.391452,0.369486
803,0.402278,0.397886,0.400786,0.401759,0.408574,0.396876,0.399597,0.376323,0.400249,0.394301,0.403172,0.383050,0.409592,0.411279,0.396490
804,0.407028,0.412316,0.405836,0.422125,0.412343,0.407784,0.410311,0.383828,0.418563,0.396525,0.411687,0.391948,0.422227,0.411854,0.389159
805,0.411749,0.411950,0.416485,0.430992,0.429562,0.407395,0.425390,0.391244,0.418681,0.410350,0.419812,0.407164,0.431039,0.423145,0.402244
806,0.407015,0.409742,0.400604,0.415140,0.410314,0.395603,0.410470,0.380712,0.396596,0.391366,0.410396,0.387107,0.407959,0.405864,0.389608
807,0.385317,0.380405,0.376619,0.385309,0.384275,0.370826,0.383667,0.358734,0.375040,0.370736,0.382193,0.359335,0.380135,0.388094,0.347075
808,0.397625,0.399422,0.398094,0.395906,0.408068,0.387097,0.386041,0.371946,0.394030,0.394756,0.403282,0.380827,0.404180,0.409278,0.378537
809,0.389775,0.391038,0.393627,0.406357,0.412413,0.381102,0.399330,0.381498,0.393722,0.387782,0.395414,0.378071,0.392523,0.405073,0.379676
810,0.412797,0.412195,0.419891,0.418883,0.421558,0.408399,0.420668,0.405007,0.426069,0.407416,0.416576,0.399714,0.422160,0.413574,0.394103
811,0.403983,0.390139,0.404394,0.393211,0.407193,0.396534,0.400029,0.370023,0.397422,0.393265,0.403077,0.375035,0.409442,0.401982,0.385248
812,0.392092,0.410179,0.384192,0.399341,0.403704,0.373425,0.384351,0.361328,0.389560,0.387514,0.383269,0.368605,0.392419,0.397508,0.361100
813,0.406380,0.403637,0.407977,0.408614,0.413865,0.395470,0.404791,0.391248,0.401822,0.403677,0.418524,0.401937,0.420021,0.423202,0.386230
814,0.407855,0.397374,0.407436,0.422574,0.408832,0.405722,0.396067,0.385938,0.403967,0.399562,0.405719,0.381867,0.411998,0.410937,0.375367
815,0.410150,0.400047,0.402243,0.414886,0.414978,0.394696,0.406435,0.382978,0.404253,0.395252,0.407301,0.392591,0.403213,0.415449,0.392307
820,0.403411,0.400408,0.405219,0.398918,0.405681,0.391918,0.394205,0.379556,0.397532,0.390889,0.389004,0.376980,0.405011,0.409274,0.381573
821,0.410789,0.390566,0.414434,0.410997,0.419510,0.392953,0.400461,0.393018,0.395381,0.406476,0.409349,0.387747,0.408986,0.416876,0.387767
822,0.411972,0.405493,0.406458,0.417169,0.416982,0.396116,0.414652,0.375619,0.409031,0.404070,0.417599,0.408187,0.411661,0.429957,0.389583
823,0.422470,0.422871,0.418213,0.424260,0.420535,0.401133,0.413016,0.393183,0.409620,0.415133,0.416980,0.387573,0.424807,0.427047,0.397489
816,0.432281,0.433901,0.437210,0.437578,0.444649,0.421442,0.436991,0.415819,0.430595,0.431323,0.435996,0.420036,0.447627,0.440705,0.416603
817,0.403989,0.386081,0.400481,0.400883,0.403493,0.390833,0.398372,0.380493,0.397855,0.397916,0.405045,0.378197,0.409620,0.408282,0.377096
818,0.381018,0.379842,0.377710,0.382312,0.394387,0.362698,0.388805,0.362039,0.369428,0.379734,0.381963,0.366442,0.380444,0.395396,0.364674
819,0.401302,0.391025,0.408680,0.401756,0.407453,0.390017,0.384682,0.383514,0.404033,0.396225,0.398494,0.382001,0.399131,0.414830,0.379929
824,0.403655,0.404638,0.411238,0.416587,0.422560,0.400408,0.415871,0.392118,0.404589,0.410022,0.415386,0.401860,0.414534,0.415268,0.396569
825,0.382693,0.384220,0.388429,0.390463,0.385245,0.374762,0.381482,0.367156,0.394645,0.377851,0.383805,0.370251,0.381926,0.398827,0.365435
826,0.397355,0.390881,0.393058,0.397412,0.396038,0.380421,0.386556,0.380517,0.393214,0.387226,0.399185,0.378248,0.398407,0.401091,0.378735
827,0.415971,0.413558,0.411460,0.431230,0.423186,0.406667,0.421495,0.392212,0.412146,0.415447,0.414964,0.400320,0.412653,0.419077,0.402587
828,0.419253,0.411618,0.411014,0.403496,0.410223,0.396121,0.418811,0.382474,0.408752,0.407151,0.404682,0.382494,0.410762,0.413437,0.402798
829,0.410276,0.415697,0.414087,0.412393,0.419909,0.396542,0.407263,0.392133,0.406066,0.410138,0.417012,0.397935,0.417174,0.416070,0.401744
830,0.380568,0.374981,0.382886,0.387782,0.391153,0.374431,0.380516,0.357498,0.382932,0.383006,0.384320,0.359751,0.384191,0.390861,0.354854
831,0.412077,0.404524,0.411918,0.406831,0.416191,0.390863,0.404285,0.396004,0.394866,0.392344,0.402305,0.387652,0.414656,0.408720,0.388293
832,0.430444,0.415341,0.418976,0.427924,0.429773,0.418206,0.410864,0.401813,0.425826,0.427663,0.424507,0.409381,0.433573,0.438691,0.409700
833,0.434305,0.435823,0.428297,0.436698,0.434208,0.428335,0.432403,0.408171,0.436443,0.425156,0.430811,0.411096,0.436475,0.447055,0.416611
834,0.401545,0.407865,0.392901,0.396300,0.396550,0.385027,0.400493,0.381614,0.399180,0.388187,0.399218,0.372617,0.397144,0.400382,0.381430
835,0.395483,0.392905,0.394006,0.410729,0.412807,0.385873,0.399661,0.382216,0.406923,0.397337,0.404419,0.397405,0.413987,0.409829,0.383824
836,0.417103,0.423894,0.415277,0.412886,0.423241,0.411455,0.410988,0.400319,0.410165,0.406287,0.418766,0.403210,0.425855,0.425212,0.399859
837,0.427370,0.412679,0.431740,0.418462,0.424615,0.408808,0.417237,0.403156,0.408430,0.431122,0.427229,0.408352,0.416194,0.428985,0.414090
838,0.399922,0.404783,0.401860,0.403515,0.408321,0.398277,0.405015,0.378563,0.397592,0.393026,0.412343,0.381287,0.393258,0.415073,0.383128
839,0.391343,0.410716,0.390285,0.404281,0.403692,0.384255,0.405250,0.382825,0.401994,0.393620,0.397482,0.381306,0.398313,0.409156,0.386883
840,0.408230,0.386273,0.400459,0.407996,0.414435,0.396992,0.417102,0.371237,0.398178,0.397731,0.407740,0.390765,0.401483,0.407820,0.399374
841,0.419815,0.402451,0.405807,0.420013,0.420876,0.391468,0.416433,0.384722,0.411447,0.417335,0.417445,0.401602,0.418631,0.424418,0.393852
842,0.401879,0.410285,0.406638,0.412218,0.419006,0.392519,0.417069,0.388429,0.405390,0.392778,0.410586,0.395992,0.413679,0.408109,0.386854
843,0.404079,0.401974,0.402531,0.418204,0.395659,0.398988,0.410794,0.365761,0.404513,0.400975,0.412672,0.391433,0.411242,0.409512,0.386063
844,0.404836,0.396760,0.418372,0.420620,0.412162,0.403009,0.411941,0.393983,0.411597,0.415142,0.418806,0.392855,0.419173,0.426914,0.390839
845,0.415853,0.410435,0.415207,0.422374,0.427557,0.403696,0.404268,0.397453,0.413677,0.405235,0.409257,0.385022,0.399598,0.421173,0.389280
846,0.410694,0.403071,0.401013,0.409143,0.409199,0.382728,0.404407,0.373405,0.398383,0.398190,0.400441,0.382874,0.413425,0.409876,0.384293
847,0.416214,0.397071,0.415382,0.423794,0.411644,0.409115,0.410988,0.390332,0.409937,0.408727,0.411451,0.393038,0.418210,0.419092,0.390361
848,0.376294,0.373832,0.383153,0.379052,0.394416,0.367266,0.379005,0.358201,0.368982,0.376239,0.374345,0.355361,0.382280,0.395323,0.355643
849,0.398919,0.410097,0.384281,0.401686,0.393824,0.386728,0.388550,0.370629,0.397447,0.387362,0.393149,0.362627,0.388662,0.388786,0.363418
850,0.394368,0.396582,0.393212,0.401934,0.401033,0.388659,0.397917,0.371866,0.400013,0.386917,0.403538,0.390457,0.403901,0.405537,0.380447
851,0.407531,0.400523,0.414606,0.404612,0.418585,0.407265,0.399425,0.387062,0.405613,0.416064,0.418697,0.389634,0.424006,0.431015,0.385980
852,0.405760,0.399845,0.413797,0.410825,0.416526,0.407063,0.405181,0.381004,0.408020,0.418082,0.404772,0.394789,0.411894,0.416842,0.389029
853,0.401610,0.394232,0.408659,0.400667,0.407591,0.381527,0.399282,0.377702,0.404525,0.398652,0.392462,0.384625,0.404076,0.416155,0.380033
854,0.398185,0.392991,0.397650,0.398857,0.408484,0.385587,0.401118,0.376644,0.399439,0.386809,0.403103,0.391747,0.400757,0.407321,0.387134
855,0.419797,0.414619,0.426951,0.427180,0.429218,0.402893,0.420229,0.404383,0.416225,0.415494,0.418423,0.407576,0.413973,0.431701,0.395001
856,0.399312,0.416688,0.399946,0.410188,0.404038,0.393471,0.397756,0.372207,0.409991,0.398176,0.403469,0.383078,0.411250,0.414844,0.395484
857,0.420195,0.419093,0.423891,0.430784,0.423861,0.412323,0.426840,0.399259,0.420382,0.413845,0.420158,0.405770,0.413711,0.424200,0.407798
858,0.410301,0.397747,0.412940,0.418706,0.416560,0.402080,0.408404,0.386689,0.397952,0.405378,0.419437,0.399794,0.409997,0.409845,0.381155
859,0.424187,0.413645,0.403631,0.420291,0.423543,0.410040,0.419096,0.392773,0.411816,0.405800,0.419971,0.401466,0.422194,0.413758,0.400260
860,0.410046,0.416420,0.402854,0.422748,0.415728,0.386481,0.416260,0.376342,0.414136,0.402244,0.409882,0.388334,0.405175,0.418451,0.379962
861,0.392782,0.379360,0.388906,0.390392,0.405387,0.380013,0.382338,0.361725,0.388101,0.385360,0.398580,0.384049,0.377966,0.400889,0.378498
862,0.401194,0.413713,0.412822,0.410711,0.417684,0.393373,0.407997,0.382600,0.402887,0.409176,0.409822,0.392092,0.403613,0.417645,0.389294
863,0.388793,0.403431,0.395302,0.413312,0.409840,0.390654,0.400416,0.361899,0.398660,0.393092,0.401889,0.374656,0.390739,0.415841,0.373555
864,0.410076,0.403577,0.413065,0.417150,0.425390,0.401318,0.414252,0.389692,0.407563,0.404805,0.413917,0.389688,0.406288,0.424846,0.401955
865,0.435235,0.423961,0.437216,0.442125,0.430171,0.429656,0.440048,0.407358,0.433286,0.430046,0.443522,0.419780,0.422241,0.439998,0.425581
866,0.407773,0.405690,0.394528,0.410796,0.406198,0.389154,0.410411,0.379627,0.400491,0.393120,0.399121,0.388915,0.399089,0.405824,0.384321
867,0.409517,0.404251,0.416220,0.410309,0.415555,0.406111,0.402727,0.393265,0.408079,0.406544,0.405359,0.389087,0.419335,0.421748,0.394047
868,0.416454,0.413133,0.419888,0.427042,0.419605,0.403497,0.418778,0.395568,0.417863,0.415424,0.402649,0.406680,0.425555,0.420376,0.397910
869,0.399421,0.389486,0.413124,0.417799,0.411080,0.389190,0.407415,0.391072,0.400131,0.398207,0.404920,0.387697,0.401766,0.409973,0.392956
870,0.406747,0.406520,0.408324,0.419328,0.416508,0.389251,0.411390,0.390365,0.406653,0.407514,0.418669,0.391754,0.414428,0.417976,0.399502
871,0.424913,0.409546,0.417728,0.424457,0.429475,0.396111,0.420824,0.397352,0.412619,0.408968,0.430580,0.400803,0.409199,0.418892,0.394569
872,0.421815,0.417429,0.414745,0.426535,0.427891,0.409557,0.411645,0.400015,0.418343,0.415229,0.415277,0.397599,0.431211,0.429251,0.384056
873,0.379845,0.383921,0.386283,0.390574,0.383361,0.373971,0.382945,0.357570,0.376877,0.374454,0.387048,0.362349,0.387528,0.395464,0.367890
874,0.406921,0.399585,0.417642,0.415262,0.426277,0.398499,0.415426,0.398952,0.415860,0.416774,0.422224,0.401703,0.418984,0.422972,0.396202
875,0.403666,0.401835,0.413327,0.410233,0.407950,0.394936,0.403403,0.390350,0.413193,0.403105,0.405285,0.389456,0.403259,0.413011,0.381443
876,0.414647,0.394303,0.406982,0.399114,0.413030,0.397992,0.405111,0.384132,0.408170,0.404007,0.418785,0.402334,0.406187,0.412142,0.397601
877,0.402837,0.392025,0.395667,0.418886,0.415654,0.385158,0.407487,0.377405,0.410716,0.399421,0.409439,0.394855,0.393065,0.420100,0.388851
